millis, dt(10),fsr1,fsr1_calibrated,fsr2,fsr2_calibrated,fsr3,fsr3_calibrated,fsr4,fsr4_calibrated,fsr5,fsr5_calibrated,pos,vel,vel_filtered(exp=0.9),acc,acc_filtered(exp=0.9)
12740,0.097,-6,-9.8154,-48,-2.0497,0,1.4371,6,-6.0658,-11,-6.0577,1.9765,0.0,0.0046,0.0,0.0865
12749,0.096,-6,-9.7946,-48,-2.0551,0,1.4237,-9,-6.039,-11,-6.036,1.9765,0.0,0.0005,0.0,0.0087
12760,0.098,-6,-9.7729,-18,-2.0737,0,1.4102,-9,-6.0127,-11,-6.0166,1.9765,0.0,0.0,0.0,0.0009
12769,0.096,-6,-9.7505,-3,-2.0989,0,1.3965,-24,-5.9894,4,-5.9981,1.9715,-0.0521,-0.0469,-0.4882,-0.4393
12778,0.096,-6,-9.7274,-18,-2.1263,0,1.3827,-9,-5.9705,-11,-5.9792,1.9765,0.0,-0.0047,0.0,-0.0439
12788,0.096,-6,-9.7036,-3,-2.1559,0,1.3688,-9,-5.9544,4,-5.96,1.9765,0.0,-0.0005,0.0,-0.0044
12797,0.096,-6,-9.6791,-48,-2.1903,15,1.356,-9,-5.9398,4,-5.9391,1.9765,0.0,-0.0,0.0,-0.0004
12808,0.098,-6,-9.6539,57,-2.2267,15,1.3471,-9,-5.9267,-11,-5.9165,1.9765,0.0,-0.0,0.0,-0.0
12817,0.096,-6,-9.6282,57,-2.2506,0,1.3419,-9,-5.915,4,-5.8937,1.9765,0.0,-0.0,0.0,-0.0
12826,0.096,-21,-9.6031,-18,-2.2596,0,1.3377,-9,-5.9047,-11,-5.8707,1.9765,0.0,-0.0,-0.4832,-0.4349
12836,0.096,-21,-9.5814,12,-2.2647,15,1.3344,6,-5.8944,-11,-5.8488,1.9765,0.0,-0.0,0.0,-0.0435
12847,0.098,-6,-9.563,12,-2.2673,15,1.3348,-9,-5.8829,-11,-5.8292,1.9765,0.0,-0.0,0.0,-0.0043
12856,0.096,-6,-9.5451,102,-2.2569,0,1.3385,-9,-5.8714,-11,-5.812,1.9765,0.0,-0.0,0.0,-0.0004
12866,0.097,-21,-9.5278,-18,-2.2286,-15,1.3418,-9,-5.8613,-11,-5.797,1.9765,0.0515,0.0464,0.9615,0.8653
12875,0.097,-21,-9.5136,12,-2.1934,0,1.3418,-9,-5.8527,-11,-5.7843,1.9765,0.0,0.0046,0.0,0.0865
12886,0.098,-21,-9.5039,-3,-2.1581,0,1.34,-24,-5.8466,-11,-5.7737,1.9765,0.0,0.0005,0.0,0.0087
12895,0.098,-6,-9.4971,87,-2.1148,15,1.3391,-9,-5.8445,-26,-5.7666,1.9765,0.0,0.0,0.0,0.0009
12904,0.096,-6,-9.4906,-3,-2.0571,0,1.3404,-9,-5.8448,-11,-5.7642,1.9765,0.0,0.0,0.0,0.0001
12914,0.097,-21,-9.4843,-18,-1.9947,0,1.3426,-9,-5.8463,-11,-5.7649,1.9765,0.0,0.0,0.0,0.0
12923,0.097,-6,-9.4797,147,-1.9238,0,1.3442,-9,-5.8488,-11,-5.7675,1.9765,0.0,0.0,0.0,0.0
12934,0.098,-21,-9.4765,-3,-1.8301,0,1.3453,-9,-5.8523,-11,-5.7718,1.9765,0.0,0.0,0.0,0.0
12943,0.096,-21,-9.4762,-3,-1.726,0,1.3458,-9,-5.8569,-11,-5.7779,1.9715,-0.0521,-0.0469,-0.4883,-0.4395
12953,0.097,-6,-9.4786,117,-1.6147,0,1.3459,-9,-5.8625,-11,-5.7857,1.9765,0.0,-0.0047,0.0,-0.0439
12962,0.096,-21,-9.4824,-3,-1.4856,0,1.3456,-9,-5.869,-11,-5.795,1.9765,0.0,-0.0005,-0.4832,-0.4393
12973,0.098,-21,-9.4888,-138,-1.3618,0,1.3447,-9,-5.8764,4,-5.8047,1.9765,0.0,-0.0,0.0,-0.0439
12982,0.096,-21,-9.4991,-3,-1.2656,0,1.3434,-9,-5.8848,-11,-5.8133,1.9765,0.0,-0.0,0.0,-0.0044
12992,0.097,-21,-9.5131,-3,-1.1844,0,1.3417,-9,-5.894,-11,-5.8221,1.9765,0.0,-0.0,0.0,-0.0004
13001,0.097,-21,-9.5308,-3,-1.1059,15,1.3409,-9,-5.904,-11,-5.8326,1.9765,0.0,-0.0,0.0,-0.0
13011,0.097,-21,-9.5521,-3,-1.0302,0,1.3422,-9,-5.9149,-11,-5.8445,1.9765,0.0,-0.0,0.0,-0.0
13021,0.098,-21,-9.5768,-3,-0.9571,0,1.3444,-9,-5.9266,-11,-5.858,1.9765,0.0,-0.0,0.0,-0.0
13031,0.097,-21,-9.6049,12,-0.8854,0,1.346,-9,-5.9391,4,-5.8716,1.9765,0.0,-0.0,0.0,-0.0
13040,0.097,-6,-9.635,117,-0.8031,15,1.3484,-9,-5.9523,-11,-5.8841,1.9765,0.0515,0.0464,0.9615,0.8654
13049,0.096,-6,-9.6643,-3,-0.7014,0,1.3529,-9,-5.9662,-11,-5.8966,1.9765,0.0,0.0046,0.0,0.0865
13060,0.098,-21,-9.6928,-3,-0.5926,15,1.3595,-9,-5.9808,-11,-5.9107,1.9765,0.0,0.0005,0.0,0.0087
13069,0.096,-21,-9.7233,-3,-0.4876,0,1.3681,-24,-5.9974,-11,-5.9261,1.9765,0.0,0.0,0.0,0.0009
13079,0.097,-6,-9.7556,117,-0.3756,0,1.3772,6,-6.016,-11,-5.943,1.9765,0.0,0.0,0.0,0.0001
13088,0.096,-21,-9.7883,-18,-0.2478,0,1.3857,-9,-6.0338,-11,-5.9611,1.9765,0.0,0.0,0.0,0.0
13099,0.098,-21,-9.8229,-3,-0.1164,0,1.3934,-9,-6.0508,-11,-5.9806,1.9765,0.0,0.0,0.0,0.0
13108,0.097,-6,-9.8591,132,0.0211,0,1.4004,-9,-6.0685,-11,-6.0013,1.9765,0.0,0.0,0.0,0.0
13117,0.096,-6,-9.8943,-123,0.1671,0,1.4068,6,-6.0854,4,-6.0219,1.9765,0.0,0.0,0.0,0.0
13127,0.096,-21,-9.9286,-3,0.2989,0,1.4125,-9,-6.1002,-11,-6.0411,1.9765,0.0,0.0,0.0,0.0
13136,0.096,-6,-9.9632,117,0.4261,15,1.4189,-9,-6.1143,-11,-6.0602,1.9765,0.0,0.0,-0.4832,-0.4349
13147,0.098,-6,-9.9968,-3,0.5698,15,1.4285,-9,-6.1291,4,-6.0792,1.9765,0.0,0.0,0.0,-0.0435
13156,0.096,-21,-10.0295,12,0.7203,0,1.4414,-9,-6.1445,-11,-6.0968,1.9765,0.0,0.0,0.0,-0.0043
13165,0.096,-6,-10.0625,12,0.8695,0,1.4547,-24,-6.1618,-11,-6.1143,1.9765,0.0,0.0,0.0,-0.0004
13175,0.096,-6,-10.0945,-3,1.0174,0,1.4672,-9,-6.1823,-11,-6.1331,1.9765,0.0,0.0,0.0,-0.0
13185,0.097,-6,-10.1243,12,1.1625,-15,1.4775,-9,-6.2046,4,-6.1518,1.9765,0.0,0.0,0.0,-0.0
13195,0.096,-6,-10.1518,-3,1.3051,0,1.4843,-9,-6.2273,-11,-6.1691,1.9765,0.0,0.0,0.0,-0.0
13204,0.096,-21,-10.1784,-3,1.4437,0,1.4892,-9,-6.2503,-11,-6.1863,1.9765,0.0,0.0,0.0,-0.0
13213,0.096,-21,-10.2069,-18,1.5757,0,1.4934,-9,-6.2737,-11,-6.2047,1.9765,0.0,0.0,0.0,-0.0
13223,0.096,-6,-10.237,-3,1.7001,0,1.497,-9,-6.2974,-26,-6.2257,1.9765,0.0,0.0,0.0,-0.0
13233,0.097,-6,-10.2662,-18,1.8169,-15,1.4986,-9,-6.3215,-11,-6.2504,1.9765,0.0,0.0,0.0,-0.0
13243,0.096,-6,-10.2932,-3,1.9263,0,1.497,-9,-6.3459,-11,-6.2775,1.9765,0.0,0.0,0.0,-0.0
13252,0.096,-6,-10.3179,-3,2.0297,0,1.4937,-9,-6.3705,4,-6.3041,1.9765,0.0,0.0,0.0,-0.0
13261,0.096,-6,-10.3404,12,2.13,0,1.4899,-9,-6.3955,-11,-6.3291,1.9765,0.0,0.0,0.0,-0.0
13272,0.097,-6,-10.3609,12,2.2298,0,1.4856,6,-6.4194,-11,-6.3538,1.9765,0.0,0.0,0.0,-0.0
13281,0.096,-21,-10.3805,-3,2.3291,0,1.481,-9,-6.4409,-11,-6.3794,1.9765,0.0,0.0,0.0,-0.0
13291,0.096,-21,-10.4021,12,2.4265,0,1.476,-9,-6.4614,-11,-6.406,1.9765,0.0,0.0,0.0,-0.0
13300,0.096,-6,-10.4255,-3,2.5221,0,1.4705,-9,-6.4823,-11,-6.4335,1.9765,0.0,0.0,0.0,-0.0
13309,0.096,-6,-10.4481,12,2.6159,0,1.4647,-9,-6.5035,-11,-6.4619,1.9765,0.0,0.0,0.0,-0.0
13320,0.097,-6,-10.4685,-3,2.7078,0,1.4586,-24,-6.5264,4,-6.4899,1.9765,0.0,0.0,0.0,-0.0
13329,0.096,-6,-10.4868,-3,2.7967,0,1.4521,-9,-6.5522,-11,-6.516,1.9765,0.0,0.0,0.0,-0.0
13339,0.096,-6,-10.503,-3,2.8812,0,1.4452,-9,-6.5794,-11,-6.5417,1.9765,0.0,0.0,0.0,-0.0
13348,0.096,-6,-10.5173,12,2.9627,-15,1.4367,-9,-6.6068,-11,-6.5683,1.9765,0.0,0.0,0.0,-0.0
13358,0.097,-6,-10.5295,-18,3.0412,0,1.4253,-9,-6.6343,-11,-6.5957,1.9765,0.0,0.0,0.0,-0.0
13368,0.096,-21,-10.5412,-3,3.1143,0,1.4124,-9,-6.6619,-11,-6.624,1.9765,0.0,0.0,0.0,-0.0
13377,0.096,-6,-10.5536,12,3.1833,0,1.3993,-9,-6.6897,4,-6.6517,1.9765,0.0,0.0,0.0,-0.0
13387,0.096,-6,-10.5654,-18,3.2496,0,1.3861,-9,-6.7175,-11,-6.6777,1.9765,0.0,0.0,0.0,-0.0
13396,0.096,-6,-10.5753,-3,3.3107,0,1.3727,-9,-6.7453,-11,-6.7031,1.9765,0.0,0.0,0.0,-0.0
13406,0.097,-6,-10.5833,-3,3.3666,0,1.3592,-9,-6.7732,-11,-6.7294,1.9765,0.0,0.0,0.0,-0.0
13416,0.096,-6,-10.5895,-18,3.4175,0,1.3456,-9,-6.8012,-11,-6.7564,1.9765,0.0,0.0,0.0,-0.0
13425,0.096,-6,-10.5939,-3,3.4622,-15,1.3305,-9,-6.8292,-26,-6.7856,1.9765,0.0,0.0,0.0,-0.0
13435,0.096,-21,-10.5979,42,3.5061,0,1.3128,6,-6.8559,-11,-6.8181,1.9765,0.0,0.0,0.0,-0.0
13445,0.097,-21,-10.6042,12,3.5557,0,1.2937,-9,-6.8801,4,-6.8513,1.9765,0.0,0.0,0.0,-0.0
13454,0.096,-6,-10.6126,-18,3.607,-15,1.2734,-9,-6.903,-11,-6.8824,1.9765,0.0,0.0,0.0,-0.0
13464,0.096,-21,-10.6218,-3,3.6533,0,1.2505,-9,-6.9261,-11,-6.9128,1.9765,0.0,0.0,0.0,-0.0
13473,0.096,9,-10.6305,12,3.6961,0,1.2264,-9,-6.9492,-11,-6.9438,1.9765,0.0,0.0,0.0,-0.0
13484,0.097,-6,-10.6359,-3,3.738,0,1.2026,-9,-6.9725,-11,-6.9754,1.9765,0.0,0.0,0.0,-0.0
13493,0.097,-6,-10.6383,-18,3.7764,0,1.179,6,-6.9946,-11,-7.0077,1.9765,0.0,0.0,0.0,-0.0
13502,0.096,-6,-10.639,117,3.8194,-15,1.1542,-9,-7.0142,-11,-7.0404,1.9765,0.0,0.0,0.0,-0.0
13512,0.096,-21,-10.6394,-18,3.8773,0,1.1271,-9,-7.0326,-26,-7.0751,1.9765,0.0,0.0,0.0,-0.0
13521,0.096,-6,-10.6408,-18,3.9378,0,1.0989,-9,-7.0512,-11,-7.1128,1.9765,0.0,0.0,0.0,-0.0
13532,0.097,-6,-10.6418,-3,3.9903,0,1.0712,6,-7.0687,-11,-7.1522,1.9765,0.0,0.0,0.0,-0.0
13541,0.096,-21,-10.6425,-3,4.0377,0,1.0438,-24,-7.0851,-11,-7.1919,1.9765,0.0,0.0,0.0,-0.0
13551,0.097,-6,-10.6442,-3,4.0814,15,1.018,-9,-7.1031,-11,-7.232,1.9765,0.0,0.0,0.0,-0.0
13560,0.096,-6,-10.6455,-3,4.1214,0,0.9952,-9,-7.1226,-11,-7.2723,1.9765,0.0,0.0,0.0,-0.0
13570,0.097,-6,-10.6451,-3,4.1578,0,0.974,6,-7.1409,19,-7.3102,1.9715,-0.0515,-0.0464,-0.4783,-0.4304
13580,0.096,-6,-10.6431,-3,4.1908,0,0.953,6,-7.1554,-11,-7.3431,1.9765,0.0,-0.0046,0.0,-0.043
13589,0.096,-6,-10.6396,-18,4.2191,0,0.9322,-9,-7.1663,-11,-7.3738,1.9765,0.0,-0.0005,0.0,-0.0043
13599,0.097,-6,-10.6345,-18,4.2402,0,0.9116,-9,-7.1761,-11,-7.405,1.9765,0.0,-0.0,0.0,-0.0004
13608,0.096,-21,-10.6292,-18,4.2528,0,0.8913,-9,-7.1864,-11,-7.4366,1.9765,0.0,-0.0,0.0,-0.0
13619,0.098,-6,-10.6251,-3,4.2587,0,0.8712,-9,-7.197,-11,-7.4687,1.9765,0.0,-0.0,0.0,-0.0
13628,0.096,-6,-10.6208,-3,4.2605,0,0.8513,6,-7.2067,-11,-7.5011,1.9765,0.0,-0.0,0.0,-0.0
13638,0.097,-21,-10.6163,-3,4.2597,15,0.8329,-9,-7.2141,-11,-7.5339,1.9765,0.0,-0.0,0.0,-0.0
13647,0.096,-6,-10.6129,-3,4.2564,0,0.8174,-9,-7.2206,-26,-7.5684,1.9715,-0.0521,-0.0469,-0.4883,-0.4395
13658,0.098,-21,-10.6107,-3,4.2507,0,0.8033,-9,-7.2276,-26,-7.6072,1.9765,0.0,-0.0047,0.0,-0.0439
13667,0.097,-6,-10.6095,-3,4.2425,-15,0.7879,6,-7.2337,-11,-7.65,1.9765,0.0515,0.0459,0.9517,0.8521
13677,0.097,-6,-10.608,-3,4.232,0,0.7701,-9,-7.2376,-11,-7.6943,1.9765,0.0,0.0046,0.0,0.0852
13686,0.097,9,-10.6036,-18,4.218,0,0.7512,-9,-7.2408,-11,-7.7385,1.9765,0.0,0.0005,0.0,0.0085
13696,0.097,-6,-10.5952,-18,4.1978,15,0.7338,-9,-7.2444,-11,-7.7827,1.9765,0.0,0.0,0.0,0.0009
13706,0.098,-21,-10.5853,-3,4.1716,0,0.7192,-9,-7.2486,-26,-7.8282,1.9765,0.0,0.0,0.0,0.0001
13715,0.096,-6,-10.5767,-3,4.1424,0,0.7061,-9,-7.2533,-11,-7.8763,1.9765,0.0,0.0,0.0,0.0
13725,0.097,-6,-10.568,-3,4.1113,0,0.6931,-9,-7.2585,-11,-7.9255,1.9765,0.0,0.0,0.0,0.0
13734,0.096,-21,-10.5593,-18,4.0773,0,0.6802,6,-7.2628,-26,-7.9758,1.9765,0.0,0.0,0.0,0.0
13744,0.097,-6,-10.5518,-3,4.0391,0,0.6673,-9,-7.265,-11,-8.0284,1.9765,0.0515,0.0464,0.9615,0.8654
13754,0.096,-6,-10.5443,-18,3.9967,0,0.6546,-9,-7.2664,-11,-8.0821,1.9765,0.0,0.0046,0.0,0.0865
13763,0.096,-6,-10.5353,-18,3.9491,0,0.642,-24,-7.2697,-11,-8.1353,1.9765,0.0,0.0005,-0.4784,-0.4219
13773,0.096,-6,-10.5251,-3,3.8963,0,0.6295,-24,-7.2775,-11,-8.1882,1.9765,0.0,0.0,0.0,-0.0422
13783,0.097,-6,-10.5134,-18,3.8398,15,0.6185,-9,-7.2897,-11,-8.2407,1.9765,0.0,0.0,0.0,-0.0042
13793,0.097,-6,-10.5005,-18,3.7785,0,0.6101,-9,-7.3034,-11,-8.2927,1.9765,0.0,0.0,0.0,-0.0004
13802,0.096,-21,-10.4877,12,3.7138,0,0.603,-24,-7.3187,4,-8.343,1.9765,0.0,0.0,0.0,-0.0
13812,0.097,9,-10.475,-3,3.6497,0,0.596,-24,-7.3382,-11,-8.3903,1.9765,0.0,0.0,0.0,-0.0
13821,0.096,-6,-10.4597,-3,3.5864,0,0.5889,-9,-7.3616,-11,-8.4359,1.9765,0.0,0.0,0.0,-0.0
13831,0.097,-21,-10.4432,-3,3.5223,0,0.5818,-9,-7.3864,-11,-8.4813,1.9765,0.0,0.0,0.0,-0.0
13841,0.097,-6,-10.4283,-3,3.4577,15,0.576,-9,-7.411,4,-8.525,1.9765,0.0,0.0,-0.4783,-0.4304
13850,0.096,-6,-10.4135,-18,3.3912,0,0.5727,-24,-7.4369,-11,-8.5658,1.9765,0.0,0.0,0.0,-0.043
13860,0.097,-6,-10.3976,-18,3.3202,0,0.5707,-9,-7.4653,4,-8.6037,1.9765,0.0,0.0,0.0,-0.0043
13870,0.097,-6,-10.3805,12,3.2462,0,0.5685,-9,-7.4948,4,-8.6376,1.9765,0.0,0.0,0.0,-0.0004
13879,0.096,-21,-10.3636,-18,3.172,15,0.5675,-24,-7.5254,-11,-8.6674,1.9765,0.0,0.0,0.0,-0.0
13889,0.096,-6,-10.3483,-3,3.0963,0,0.569,-9,-7.5583,-11,-8.6959,1.9765,0.0,0.0,0.0,-0.0
13898,0.096,-6,-10.3332,-18,3.0178,0,0.5716,-9,-7.5921,-11,-8.7245,1.9765,0.0,0.0,0.0,-0.0
13908,0.096,-6,-10.317,-3,2.9366,0,0.5738,-9,-7.6256,-11,-8.7532,1.9765,0.0,0.0,0.0,-0.0
13918,0.097,-6,-10.2997,-3,2.8541,0,0.5758,-9,-7.6587,-11,-8.7819,1.9765,0.0,0.0,0.0,-0.0
13928,0.097,-6,-10.2813,-3,2.7718,0,0.5776,-9,-7.6914,-11,-8.8106,1.9765,0.0,0.0,0.0,-0.0
13937,0.096,-21,-10.2632,-18,2.6883,0,0.5791,-9,-7.7236,-11,-8.8393,1.9765,0.0,0.0,0.0,-0.0
13946,0.096,-6,-10.2468,-3,2.6023,0,0.5804,81,-7.7476,4,-8.8667,1.9765,0.0,0.0,0.0,-0.0
13957,0.097,-6,-10.2306,-3,2.5153,0,0.5814,-9,-7.7556,-11,-8.8915,1.9765,0.0,0.0,0.0,-0.0
13966,0.096,-21,-10.2146,-3,2.4287,15,0.5835,-9,-7.7559,-11,-8.9151,1.9765,0.0,0.0,0.0,-0.0
13976,0.097,-6,-10.2003,12,2.3438,0,0.588,-9,-7.7566,-11,-8.9387,1.9765,0.0,0.0,0.0,-0.0
13985,0.096,-6,-10.1861,-3,2.2618,0,0.5935,-9,-7.7577,-11,-8.9625,1.9765,0.0,0.0,0.0,-0.0
13995,0.097,-6,-10.1709,-3,2.1815,0,0.5986,-9,-7.7593,-26,-8.9877,1.9765,0.0,0.0,0.0,-0.0
14005,0.097,-6,-10.1546,-3,2.1015,0,0.6034,-9,-7.7612,-11,-9.0156,1.9765,0.0,0.0,0.0,-0.0
14014,0.096,-6,-10.1372,12,2.0231,15,0.6092,-9,-7.7635,-11,-9.0448,1.9715,-0.0521,-0.0469,-0.4883,-0.4395
14024,0.096,-6,-10.1189,-3,1.9477,0,0.6172,-9,-7.7662,-11,-9.0738,1.9765,0.0,-0.0047,0.0,-0.0439
14033,0.096,9,-10.0983,-3,1.8738,0,0.6261,-24,-7.7706,-11,-9.1028,1.9765,0.0,-0.0005,0.0,-0.0044
14044,0.098,-21,-10.0754,-3,1.8001,0,0.6346,-9,-7.778,-11,-9.1317,1.9765,0.0,-0.0,0.0,-0.0004
14053,0.096,-6,-10.0531,-3,1.7267,0,0.6426,-9,-7.7868,-11,-9.1605,1.9765,0.0,-0.0,0.0,-0.0
14063,0.097,-6,-10.0312,-3,1.6536,0,0.6502,-9,-7.7959,4,-9.1878,1.9715,-0.0515,-0.0464,-0.4783,-0.4304
14072,0.096,-6,-10.0085,-3,1.5808,0,0.6574,-9,-7.8052,-11,-9.2125,1.9765,0.0,-0.0046,0.0,-0.043
14083,0.098,9,-9.9837,-18,1.5069,0,0.6641,-9,-7.8146,-11,-9.2358,1.9765,0.0,-0.0005,0.0,-0.0043
14092,0.097,-6,-9.9555,117,1.4413,0,0.6704,6,-7.8229,-11,-9.2591,1.9765,0.0,-0.0,0.0,-0.0004
14101,0.096,-21,-9.9266,-18,1.3944,0,0.6764,-9,-7.8288,-11,-9.2824,1.9765,0.0,-0.0,0.0,-0.0
14111,0.097,-21,-9.9011,-3,1.355,-15,0.6806,-9,-7.8336,4,-9.3044,1.9765,0.0515,0.0464,0.9615,0.8654
14120,0.096,9,-9.8775,12,1.3151,0,0.6818,-24,-7.84,4,-9.3224,1.9765,0.0,0.0046,0.0,0.0865
14131,0.098,-6,-9.8519,-18,1.2761,0,0.6814,-9,-7.8492,-11,-9.3366,1.9765,0.0,0.0005,0.0,0.0087
14140,0.096,-6,-9.8243,117,1.2459,0,0.6808,-9,-7.86,-11,-9.3497,1.9765,0.0,0.0,0.0,0.0009
14149,0.096,-6,-9.796,-18,1.2333,45,0.684,-9,-7.8708,-11,-9.363,1.9765,0.0,0.0,0.0,0.0001
14159,0.096,-21,-9.7685,-18,1.2263,15,0.696,-9,-7.8818,-26,-9.3779,1.9765,0.0521,0.0469,0.9715,0.8744
14169,0.097,-6,-9.743,132,1.2258,15,0.7154,-9,-7.8929,-11,-9.3956,1.9765,0.0,0.0047,0.0,0.0874
14179,0.096,-6,-9.7182,132,1.2581,0,0.738,6,-7.9027,-11,-9.4147,1.9765,0.0,0.0005,0.0,0.0087
14188,0.096,-21,-9.694,-18,1.3223,0,0.761,-9,-7.9101,-26,-9.4352,1.9765,0.0,0.0,0.0,0.0009
14198,0.097,-21,-9.6732,12,1.3938,0,0.7832,-9,-7.9163,-11,-9.4583,1.9765,0.0,0.0,0.0,0.0001
14208,0.097,9,-9.6542,-3,1.4632,15,0.8058,-24,-7.9241,139,-9.4695,1.9765,0.0,0.0,-0.4783,-0.4304
14217,0.097,-6,-9.6332,117,1.5411,0,0.8302,111,-7.9241,-176,-9.4691,1.9765,0.0,0.0,0.0,-0.043
14227,0.096,-6,-9.6101,117,1.647,0,0.8549,6,-7.9034,4,-9.4837,1.9765,0.0,0.0,0.0,-0.0043
14236,0.096,9,-9.585,-18,1.7787,0,0.8787,-9,-7.8705,-11,-9.5104,1.9765,0.0,0.0,0.0,-0.0004
14246,0.097,-6,-9.5567,-63,1.908,15,0.9029,-9,-7.8375,-11,-9.5355,1.9765,0.0,0.0,0.0,-0.0
14256,0.097,-6,-9.5265,-63,2.0149,15,0.9301,-24,-7.8072,-11,-9.5605,1.9765,0.0,0.0,-0.4833,-0.4349
14266,0.097,-21,-9.4973,-3,2.1015,0,0.9602,-9,-7.7806,-11,-9.5853,1.9765,0.0,0.0,0.0,-0.0435
14275,0.096,-6,-9.4702,117,2.1893,0,0.9905,-24,-7.7579,-11,-9.61,1.9765,0.0,0.0,0.0,-0.0043
14285,0.097,9,-9.4426,-18,2.2927,0,1.0196,-9,-7.7388,-11,-9.6345,1.9765,0.0,0.0,0.0,-0.0004
14295,0.097,-6,-9.4119,-48,2.3955,0,1.0477,-24,-7.7233,-11,-9.6589,1.9765,0.0,0.0,0.0,-0.0
14304,0.096,-6,-9.3795,-3,2.4845,0,1.0746,-9,-7.7113,-11,-9.6831,1.9765,0.0,0.0,0.0,-0.0
14314,0.097,-6,-9.3467,-63,2.5599,0,1.1004,-9,-7.7013,-11,-9.7071,1.9765,0.0,0.0,0.0,-0.0
14323,0.096,-6,-9.3136,132,2.6328,-15,1.1238,6,-7.6908,-11,-9.7309,1.9765,0.0,0.0,0.0,-0.0
14333,0.097,-6,-9.2803,-18,2.7189,0,1.1436,-9,-7.6784,4,-9.7533,1.9765,0.0,0.0,0.0,-0.0
14343,0.097,-6,-9.2467,-48,2.8059,0,1.1612,-24,-7.6667,4,-9.7715,1.9765,0.0,0.0,0.0,-0.0
14352,0.096,-6,-9.2128,12,2.8808,0,1.1779,-9,-7.6585,-11,-9.7858,1.9765,0.0,0.0,0.0,-0.0
14362,0.096,-6,-9.1787,117,2.9608,0,1.1937,-9,-7.6523,-11,-9.7987,1.9765,0.0,0.0,0.0,-0.0
14371,0.096,-6,-9.1443,-63,3.0537,-15,1.2074,-9,-7.6467,-11,-9.8118,1.9765,0.0,0.0,0.0,-0.0
14382,0.097,-21,-9.1111,-3,3.1421,0,1.2176,-9,-7.6418,-11,-9.8249,1.9765,0.0,0.0,0.0,-0.0
14391,0.096,-6,-9.0803,-3,3.2207,0,1.2259,-9,-7.6374,-11,-9.8381,1.9765,0.0,0.0,0.0,-0.0
14400,0.096,-21,-9.0519,-18,3.2938,0,1.2335,6,-7.6323,-26,-9.8527,1.9765,0.0,0.0,0.0,-0.0
14410,0.096,-21,-9.0271,-3,3.36,0,1.2404,-9,-7.6252,-11,-9.8699,1.9765,0.0,0.0,0.0,-0.0
14419,0.096,-21,-9.0071,-3,3.421,0,1.2468,-9,-7.6175,-11,-9.8884,1.9765,0.0,0.0,0.0,-0.0
14429,0.096,-6,-8.9906,-3,3.4781,15,1.2538,-9,-7.6104,-11,-9.9068,1.9765,0.0,0.0,0.0,-0.0
14439,0.096,-21,-8.9761,-18,3.5302,0,1.2629,6,-7.6027,-11,-9.9251,1.9765,0.0,0.0,0.0,-0.0
14448,0.096,-6,-8.9635,102,3.5851,0,1.2726,-9,-7.5931,-11,-9.9433,1.9765,0.0,0.0,0.0,-0.0
14458,0.096,-21,-8.9529,-3,3.6534,0,1.2816,-24,-7.5842,-11,-9.9614,1.9765,0.0,0.0,0.0,-0.0
14468,0.097,-6,-8.9442,132,3.7387,0,1.2899,6,-7.5774,-11,-9.9793,1.9765,0.0,0.0,0.0,-0.0
14477,0.095,9,-8.9347,-3,3.843,0,1.2975,-9,-7.5699,-26,-9.9985,1.9765,0.0,0.0,0.0,-0.0
14487,0.096,-6,-8.9217,87,3.962,15,1.3058,-24,-7.5631,-11,-10.0202,1.9765,0.0,0.0,0.0,-0.0
14496,0.096,-6,-8.9068,12,4.0925,0,1.3161,-9,-7.5597,-11,-10.0429,1.9765,0.0,0.0,0.0,-0.0
14507,0.097,-6,-8.8912,-63,4.2224,0,1.3269,-24,-7.5594,4,-10.0641,1.9765,0.0,0.0,0.0,-0.0
14516,0.097,-6,-8.875,-3,4.337,15,1.3383,6,-7.561,-11,-10.0824,1.9765,0.0,0.0,0.0,-0.0
14526,0.097,-21,-8.8595,-18,4.4395,15,1.3529,-9,-7.5618,-11,-10.0992,1.9765,0.0,0.0,0.0,-0.0
14535,0.096,-21,-8.8474,-3,4.5341,0,1.3706,-9,-7.5617,-11,-10.116,1.9765,0.0,0.0,0.0,-0.0
14545,0.097,-21,-8.8399,-3,4.6222,0,1.3886,6,-7.5608,-11,-10.1325,1.9765,0.0,0.0,0.0,-0.0
14555,0.097,-6,-8.8356,-48,4.7013,0,1.4057,-9,-7.5578,-11,-10.149,1.9765,0.0,0.0,0.0,-0.0
14564,0.096,-6,-8.8317,-18,4.7665,105,1.4311,-39,-7.5567,4,-10.164,1.9765,0.0,0.0,0.0,-0.0
14574,0.097,-6,-8.8269,132,4.8324,0,1.4737,-9,-7.5614,-11,-10.1762,1.9715,-0.0515,-0.0464,-0.4783,-0.4304
14584,0.097,-21,-8.8225,-3,4.9163,0,1.524,-9,-7.5692,-11,-10.1871,1.9765,0.0,-0.0046,0.0,-0.043
14594,0.098,-21,-8.8212,-3,5.007,0,1.5723,-9,-7.5772,4,-10.1967,1.9765,0.0,-0.0005,0.0,-0.0043
14604,0.097,-6,-8.8229,-48,5.0886,0,1.6189,-24,-7.5868,-11,-10.2037,1.9765,0.0,-0.0,0.0,-0.0004
14613,0.097,-6,-8.8249,-63,5.152,0,1.6636,-9,-7.5993,4,-10.2082,1.9765,0.0,-0.0,0.0,-0.0
